Fecha Hora Inicio,Fecha Hora Termino,Duracion,Instalación,Proceso,Turno,Motivo (Seleccione de la Lista),Responsable,Falla,Impevisto,Tiempo perdido,¿Qué pasó? (Efecto),¿Por qué pasó? (Causa),¿Cómo se resolvió? (Acciones),¿Qué Paso?,¿Por qué Paso?:,¿Cómo se Resolvió?
2023-06-30 06:40:00,2023-06-30 07:00:00,00:20:00,210-21-703/1/1  DESCORTEZADOR L3,P.Madera L4,A,Intervención Eléctrica (P Madera L1),  Operaciones,,N,S,"- 210-21-713/1-2 Inversiones Autolimpieza Rotores RotaBarker Por Alto Torque .-

- Obs. : Tiempo Acumulado Durante Turno",,,,,
2023-06-30 06:00:00,2023-06-30 06:20:00,00:20:00,210-001-004GAL4  GENERACIÓN DE ASTILLAS L4,P.Madera L4,A,Intervención Eléctrica (P Madera L1),    Electrocontrol,,N,S,"- 210-23-737/01 Falla Valbula LIC-3192 Fuga De Agua Por Prensa Estopa Pierde Sello .-

- Obs. : Tiempo Acumulado Durante Turno",,,,,
2023-06-30 01:50:00,2023-06-30 03:30:00,01:40:00,210-25-727/1/1  TRANSPORTADOR DE CADENA DESAGUE L4,P.Madera L4,A,Intervención Eléctrica (P Madera L1),  Operaciones,,N,S,- Gran Volumen De Corteza Desde PowerFeed Línea n°4 Provoca Atollo Retorno Transportador .-,,,,,
2023-06-30 01:00:00,2023-06-30 01:00:00,00:00:00,210-20-716/1  DETECTOR DE METALES L4,P.Madera L4,A,Intervención Eléctrica (P Madera L1),  Operaciones,,N,N,- Prueba De Equpo.Rutina Control Operación Terreno .-,,,,,
2023-06-29 19:30:00,2023-06-29 20:05:00,00:35:00,210-25-391  CINTA DE ALIMENTACION PICADOR CORTEZ N,P.Madera L4,C,Intervención Eléctrica (P Madera L1),  Operaciones,,N,S,"210-25-391/4: Sin Alimentación por Eps. Chome, Retiro corteza en Bunker Pallmann, Ambos Picadores corteza F/S, debiendo derivar corteza a Piso.",,,,,
2023-06-29 18:40:00,2023-06-29 19:10:00,00:30:00,210-25-723/1/1  CINTA TRANSP SEPAR DE PIEDRAS INCL,P.Madera L4,C,Intervención Eléctrica (P Madera L1),  Operaciones,,N,S,"210-25-723: Se Realiza Comisionamiento dinámico de Cinta transportadora 723. (Mecánico Planta Rodrigo Viveros)
_ Queda Centrada Cinta 723, en ambas direcciones. (Directa/Reversa)
_ Pendiente Reponer Sensor Velocidad cero SS-3149 de Cinta, presenta cable alimentación cortado. 
_ Polín cola nuevo, Si cuenta con actuador para sensor SS-3149.",,,,,
2023-06-29 16:30:00,2023-06-29 16:30:00,00:00:00,210-21-718/1/1  ASTILLADOR L4,P.Madera L4,C,Intervención Eléctrica (P Madera L1),  Operaciones,,N,N,"210-21-718: Cambio cuchillos Astillador L4.

* Sin tiempo perdido L4.",,,,,
2023-06-29 16:00:00,2023-06-29 18:40:00,02:40:00,210-25-723/1/1  CINTA TRANSP SEPAR DE PIEDRAS INCL,P.Madera L4,C,Intervención Eléctrica (P Madera L1),    Mecánica,,N,S,"210-25-723: Eps. Cosesa, Trabajando en Cambio Polín cola y Cambio Cinta transportadora. (PT. N° 104246)",,,,,
2023-06-29 15:10:00,2023-06-29 15:59:00,00:49:00,210-25-723/1/1  CINTA TRANSP SEPAR DE PIEDRAS INCL,P.Madera L4,B,Intervención Eléctrica (P Madera L1),    Mecánica,,N,S,- Cambio de cinta y polin cola,,,,,
2023-06-29 12:10:00,2023-06-29 12:50:00,00:40:00,210-25-712/1/1  TRANSP CADENA ALIMENT A DESCORTEZA,P.Madera L4,B,Intervención Eléctrica (P Madera L1),  Operaciones,,N,S,"210-23-738: Instalacion de paleta ciega en valvula de succion, para reparación de bomba.",,,,,
2023-06-29 10:00:00,2023-06-29 10:30:00,00:30:00,210-21-713/1/1  DESCORTEZADOR L4,P.Madera L4,B,Intervención Eléctrica (P Madera L1),  Operaciones,,N,S,"Autoinversiones, por alto torque.",,,,,
2023-06-29 08:45:00,2023-06-29 09:10:00,00:25:00,210-21-388  CLASIFICADOR DE DISCO,P.Madera L4,B,Intervención Eléctrica (P Madera L1),  Operaciones,,N,S,Retiro taco de corteza en chute.,,,,,
2023-06-29 08:10:00,2023-06-29 08:30:00,00:20:00,210-25-385  CINTA TRANSPORTADORA DE CORTEZA L3,P.Madera L4,B,Intervención Eléctrica (P Madera L1),  Operaciones,,N,S,Retiro de metales en detector (tiempo acumulado).,,,,,
2023-06-29 06:00:00,2023-06-29 06:30:00,00:30:00,210-21-713/1/1  DESCORTEZADOR L4,P.Madera L4,A,Intervención Eléctrica (P Madera L1),  Operaciones,,S,S,Autoinversiones por alto torque en modulos N° 1 y 2 rotabarker.-,Secuencia de limpieza rotores.-,,,,
2023-06-29 03:00:00,2023-06-29 03:30:00,00:30:00,210-25-715/1/1  TRANSPORTADOR RODILLO DESCARG DESC,P.Madera L4,A,Intervención Eléctrica (P Madera L1),    Mecánica,,S,S,"210-25-738; Falla en sellos mecanicos, bombas pierden eficiencia.-",,,,,
2023-06-28 20:25:00,2023-06-28 21:35:00,01:10:00,210-25-385  CINTA TRANSPORTADORA DE CORTEZA L3,P.Madera L4,C,Intervención Eléctrica (P Madera L1),    Mecánica,,N,S,"210-25-385/1: Mecánicos Valmet, Realizan Cambio y alineamiento de Correas transmisión de Cinta 385/1. (PT. N° 096631)",,,,,
2023-06-28 19:00:00,2023-06-28 19:20:00,00:20:00,210-25-385  CINTA TRANSPORTADORA DE CORTEZA L3,P.Madera L4,C,Intervención Eléctrica (P Madera L1),  Operaciones,,N,S,"210-25-385/1: Inspección de Equipo 385 por pérdida de señal, se instala inyección de aire forzado para bajar Temperatura a Motor eléctrico, bajando de 64° a 43°C. Mecánicos Valmet Inspeccionan Correas transmisión.",,,,,
2023-06-28 18:40:00,2023-06-28 19:00:00,00:20:00,210-25-394  CINTA EXTRACTORA CORTEZA BAJO PICADORE,P.Madera L4,C,Intervención Eléctrica (P Madera L1),  Operaciones,,N,S,210-25-394: Retiro Tablones por limpieza bajo Pallmann 391/1.,,,,,
2023-06-28 18:20:00,2023-06-28 18:40:00,00:20:00,210-21-390  PICADOR DE CORTEZA N° 1,P.Madera L4,C,Intervención Eléctrica (P Madera L1),  Operaciones,,N,S,210-21-390/1: sobrecarga motor principal por corteza.,,,,,
2023-06-28 16:20:00,2023-06-28 16:40:00,00:20:00,210-25-390  CINTA DE ALIMENTACION PICADOR CORTEZ N,P.Madera L4,C,Intervención Eléctrica (P Madera L1),  Operaciones,,N,S,"210-25-390/4: Taco corteza en cinta 390/4, por acumulación de corteza bajo cinta.",,,,,
2023-06-28 16:00:00,2023-06-28 16:20:00,00:20:00,210-25-717/1/1  TRANSP CADENA ALIMENTACION ASTILLA,P.Madera L4,C,Intervención Eléctrica (P Madera L1),  Operaciones,,N,S,"210-25-717/1: Taco corteza en canalón, bajo cadenas 717/1 por F/S de Bomba 736 y Procesando Madera con corteza L4.",,,,,
2023-06-28 14:50:00,2023-06-28 15:15:00,00:25:00,210-25-717/2  PARTID ELEC ACCTO N°2 ALIM ASTILLADO,P.Madera L4,B,Intervención Eléctrica (P Madera L1),  Operaciones,,S,S,Limpiezas de canalon.,,,,,
2023-06-28 12:40:00,2023-06-28 14:20:00,01:40:00,210-25-712/1/1  TRANSP CADENA ALIMENT A DESCORTEZA,P.Madera L4,B,Intervención Eléctrica (P Madera L1),    Mecánica,,N,S,"210-23-736, Falla en acoplamiento de bomba.",,,,,
2023-06-28 12:00:00,2023-06-28 12:15:00,00:15:00,210-25-717/2  PARTID ELEC ACCTO N°2 ALIM ASTILLADO,P.Madera L4,B,Intervención Eléctrica (P Madera L1),    Electrocontrol,,S,S,Espera recurso electricista para habilitar equipos.,,,,,
2023-06-28 10:10:00,2023-06-28 12:00:00,01:50:00,210-25-717/2  PARTID ELEC ACCTO N°2 ALIM ASTILLADO,P.Madera L4,B,Intervención Eléctrica (P Madera L1),    Mecánica,,S,S,"Falla en cono accionamiento eje motriz, se realiza soldadura.",,,,,
2023-06-28 03:50:00,2023-06-28 04:50:00,01:00:00,210-21-718/1/1  ASTILLADOR L4,P.Madera L4,A,Intervención Eléctrica (P Madera L1),  Operaciones,,S,S,Cambio de cuchillos astillador.-,Mal corte.-,,,,
2023-06-28 02:50:00,2023-06-28 03:50:00,01:00:00,210-21-718/1/1  ASTILLADOR L4,P.Madera L4,A,Intervención Eléctrica (P Madera L1),  Operaciones,,S,S,"Espera de cambio de cuchillos, personal ocupado en Linea N°2.-",Mal corte astillador (2000 min aprox.),,,,
2023-06-27 22:00:00,2023-06-27 22:30:00,00:30:00,210-21-713/1/1  DESCORTEZADOR L4,P.Madera L4,C,Intervención Eléctrica (P Madera L1),  Operaciones,,N,S,"- 210-21-713/1-2 Inversiones Autolimpieza Rotores RotaBarker Por Alto Torque .-

- Obs. : Tiempo Acumulado Durante Turno",,,,,
2023-06-27 19:20:00,2023-06-27 20:15:00,00:55:00,210-25-721/1/1  CINTA TRANSPORTADORA DE PIEDRAS L4,P.Madera L4,C,Intervención Eléctrica (P Madera L1),  Operaciones,,N,S,"- Atollo, Alta Carga y Patinamiento De Cinta Por Gran Cantidad Lodo Proyectado Desde Separador De Piedras .-",,,,,
2023-06-27 18:00:00,2023-06-27 18:15:00,00:15:00,210-21-391  PICADOR DE CORTEZA N° 2,P.Madera L4,C,Intervención Eléctrica (P Madera L1),  Operaciones,,N,S,- Limpieza y/o Retiro De Corteza Ba Cinta Picador De Corteza .-,,,,,
2023-06-27 17:20:00,2023-06-27 17:40:00,00:20:00,210-25-729/1/1  PICADOR DE CORTEZA N°4 NORTE L3 Y,P.Madera L4,C,Intervención Eléctrica (P Madera L1),  Operaciones,,N,S,- Atollo De Corteza Chute Descarga Cinta 385/01 a Triturador(se activa senosr de nivel LSH-3227),,,,,
2023-06-27 16:20:00,2023-06-27 16:20:00,00:00:00,210-20-716/1  DETECTOR DE METALES L4,P.Madera L4,C,Intervención Eléctrica (P Madera L1),  Operaciones,,N,N,- Prueba De Equipo.Rutina Control OperaciónTerreno .-,,,,,
2023-06-27 14:30:00,2023-06-27 14:50:00,00:20:00,210-21-713/1/1  DESCORTEZADOR L4,P.Madera L4,B,Intervención Eléctrica (P Madera L1),  Operaciones,,N,S,Autoinversiones de Rotabarker.,,,,,
2023-06-27 12:50:00,2023-06-27 14:20:00,01:30:00,210-25-385  CINTA TRANSPORTADORA DE CORTEZA L3,P.Madera L4,B,Intervención Eléctrica (P Madera L1),  Operaciones,,S,S,Despunte de trozo en chute de alimentacion a saalasti provoca taco de corteza.,,,,,
2023-06-27 12:10:00,2023-06-27 12:20:00,00:10:00,210-21-720/1/1  HARNERO DISCOS CLASIF DESCAR ASTIL,P.Madera L4,B,Intervención Eléctrica (P Madera L1),  Operaciones,,N,S,Limpieza de equipo.,,,,,
2023-06-27 08:30:00,2023-06-27 08:50:00,00:20:00,210-25-711  MESA RECEPTORA,P.Madera L4,B,Intervención Eléctrica (P Madera L1),  Operaciones,,N,S,Limpieza zona de carguio.,,,,,
2023-06-27 00:00:00,2023-06-27 03:00:00,03:00:00,210-25-712/1/1  TRANSP CADENA ALIMENT A DESCORTEZA,P.Madera L4,A,Intervención Eléctrica (P Madera L1),  Operaciones,,S,S,Taco de corteza en chute motriz de rastra hacia canalón desague.-,"Fuera de servicio de bomba 736, Corte de machon acoplamiento.-",,,,
2023-06-26 23:30:00,2023-06-26 23:59:00,00:29:00,210-25-386  CINTA TRANS. CORTEZA ESCALPER PICADORE,P.Madera L4,C,Intervención Eléctrica (P Madera L1),  Operaciones,,N,S,- Atollo De Corteza Sector Chute Descarga Cinta 392/01 .-,,,,,
2023-06-26 21:30:00,2023-06-26 22:00:00,00:30:00,210-21-713/1/1  DESCORTEZADOR L4,P.Madera L4,C,Intervención Eléctrica (P Madera L1),  Operaciones,,N,S,"- 210-21-713/1-2 Inversiones Autolimpieza Rotores RotaBarker Por Alto Torque .-

- Obs. : Tiempo Acumulado Durante Turno",,,,,
2023-06-26 19:25:00,2023-06-26 21:20:00,01:55:00,2003-210-025-01  SISTEMA ALIMENTACIÓN L4,P.Madera L4,C,Intervención Eléctrica (P Madera L1),    Mecánica,,N,S,- 210-23-736/01 Bomba De Circulación Falla En Acoplamiento. Instalación Red Humedas De Apoyo  Línea .-,,,,,
2023-06-26 17:40:00,2023-06-26 18:05:00,00:25:00,210-25-712/1/1  TRANSP CADENA ALIMENT A DESCORTEZA,P.Madera L4,C,Intervención Eléctrica (P Madera L1),  Operaciones,,N,S,- Piñada De Trozos Quedan Apretados En Faldones Transportador De Cadena PowerFeed.Despeje De Equipo Con Ayuda De Cargador Apco .-,,,,,
2023-06-26 17:30:00,2023-06-26 17:30:00,00:00:00,210-20-716/1  DETECTOR DE METALES L4,P.Madera L4,C,Intervención Eléctrica (P Madera L1),  Operaciones,,N,N,- Prueba De Equipo.Rutina Control Operación Terreno .-,,,,,
